学号,成绩
45485,41
45486,98
45487,84
45488,3
45489,2
45490,79
45491,96
45492,36
45493,63
45494,28
45495,36
45496,62
45497,55
45498,82
45499,30
45500,96
45501,92
45502,96
45503,97
45504,30
45505,83
45506,37
45507,24
45508,58
45509,9
45510,29
45511,50
45512,22
45513,20
45514,5
45515,84
45516,71
45517,65
45518,9
45519,56
45520,32
45521,0
45522,88
45523,91
45524,21
45525,63
45526,89
45527,28
45528,31
45529,59
45530,99
45531,73
45532,96
45533,24
45534,98
45535,66
45536,37
45537,97
45538,91
45539,8
45540,60
45541,65
45542,17
45543,89
45544,78
45545,0
45546,39
45547,74
45548,90
45549,65
45550,24
45551,78
45552,91
45553,89
45554,85
45555,27
45556,9
45557,65
45558,3
45559,9
45560,98
45561,60
45562,29
45563,77
45564,23
45565,2
45566,0
45567,99
45568,45
45569,30
45570,100
45571,44
45572,25
45573,53
45574,15
45575,70
45576,27
45577,70
45578,81
45579,8
45580,52
45581,60
45582,24
45583,35
45584,2
45585,22
45586,29
45587,89
45588,51
45589,89
45590,87
45591,33
45592,12
45593,80
45594,58
45595,38
45596,31
45597,22
45598,62
45599,26
45600,32
45601,24
45602,55
45603,32
45604,5
45605,5
45606,55
45607,36
45608,22
45609,54
45610,12
45611,100
45612,48
45613,46
45614,32
45615,36
45616,58
45617,17
45618,5
45619,28
45620,100
45621,13
45622,28
45623,71
45624,70
45625,83
45626,75
45627,17
45628,86
45629,93
45630,24
45631,40
45632,64
45633,100
45634,89
45635,7
45636,61
45637,6
45638,10
45639,73
45640,100
45641,51
45642,2
45643,14
45644,19
45645,16
45646,4
45647,78
45648,82
45649,86
45650,78
45651,82
45652,47
45653,77
45654,1
45655,53
45656,41
45657,62
45658,61
45659,17
45660,14
45661,8
45662,99
45663,54
45664,24
45665,84
45666,9
45667,49
45668,55
45669,91
45670,44
45671,70
45672,63
45673,34
45674,8
45675,54
45676,0
45677,25
45678,65
45679,42
45680,20
45681,70
45682,8
45683,8
45684,62
45685,50
45686,14
45687,83
45688,73
45689,49
45690,37
45691,15
45692,74
45693,90
45694,34
45695,34
45696,73
45697,87
45698,43
45699,24
45700,88
45701,54
45702,38
45703,83
45704,75
45705,19
45706,49
45707,83
45708,17
45709,90
45710,85
45711,95
45712,14
45713,25
45714,63
45715,29
45716,5
45717,74
45718,33
45719,4
45720,81
45721,61
45722,85
45723,15
45724,41
45725,84
45726,99
45727,87
45728,13
45729,54
45730,9
45731,60
45732,38
45733,13
45734,49
45735,95
45736,3
45737,24
45738,99
45739,67
45740,61
45741,44
45742,7
45743,86
45744,15
45745,14
45746,88
45747,83
45748,1
45749,28
45750,48
45751,38
45752,24
45753,71
45754,8
45755,52
45756,1
45757,87
45758,56
45759,89
45760,36
45761,8
45762,79
45763,70
45764,100
45765,95
45766,43
45767,12
45768,85
45769,27
45770,75
45771,100
45772,28
45773,68
45774,96
45775,32
45776,8
45777,59
45778,40
45779,54
45780,81
45781,89
45782,64
45783,35
45784,85
45785,38
45786,32
45787,80
45788,86
45789,3
45790,90
45791,78
45792,20
45793,88
45794,16
45795,52
45796,91
45797,68
45798,85
45799,40
45800,74
45801,19
45802,16
45803,91
45804,92
45805,79
45806,44
45807,62
45808,27
45809,5
45810,19
45811,8
45812,100
45813,27
45814,28
45815,24
45816,71
45817,65
45818,62
45819,66
45820,39
45821,50
45822,55
45823,69
45824,31
45825,25
45826,24
45827,58
45828,65
45829,49
45830,57
45831,35
45832,54
45833,94
45834,72
45835,16
45836,46
45837,33
45838,53
45839,98
45840,53
45841,65
45842,9
45843,32
45844,85
45845,23
45846,48
45847,78
45848,8
45849,32
45850,72
45851,93
45852,39
45853,68
45854,0
45855,21
45856,25
45857,81
45858,78
45859,10
45860,69
45861,60
45862,33
45863,84
45864,93
45865,14
45866,47
45867,67
45868,15
45869,84
45870,38
45871,1
45872,21
45873,21
45874,13
45875,71
45876,76
45877,47
45878,78
45879,79
45880,78
45881,35
45882,7
45883,29
45884,27
45885,74
45886,89
45887,16
45888,72
45889,91
45890,8
45891,4
45892,88
45893,85
45894,94
45895,64
45896,98
45897,39
45898,7
45899,93
45900,51
45901,65
45902,38
45903,42
45904,68
45905,62
45906,33
45907,41
45908,39
45909,68
45910,89
45911,41
45912,90
45913,81
45914,74
45915,48
45916,21
45917,88
45918,42
45919,11
45920,30
45921,7
45922,23
45923,50
45924,74
45925,100
45926,88
45927,58
45928,27
45929,59
45930,45
45931,87
45932,64
45933,17
45934,14
45935,89
45936,71
45937,26
45938,77
45939,52
45940,64
45941,82
45942,51
45943,18
45944,74
45945,86
45946,93
45947,33
45948,66
45949,100
45950,76
45951,47
45952,64
45953,17
45954,81
45955,58
45956,7
45957,84
45958,96
45959,70
45960,9
45961,100
45962,72
45963,60
45964,76
45965,42
45966,84
45967,56
45968,23
45969,79
45970,20
45971,31
45972,58
45973,20
45974,21
45975,21
45976,13
45977,84
45978,61
45979,41
45980,38
45981,78
45982,43
45983,47
45984,41
45985,99
45986,16
45987,11
45988,78
45989,76
45990,14
45991,19
45992,76
45993,92
45994,1
45995,19
45996,90
45997,0
45998,80
45999,43
46000,39
46001,93
46002,74
46003,58
46004,50
46005,38
46006,46
46007,93
46008,27
46009,92
46010,20
46011,30
46012,4
46013,5
46014,95
46015,87
46016,21
46017,84
46018,34
46019,15
46020,11
46021,69
46022,60
46023,36
46024,26
46025,87
46026,41
46027,31
46028,91
46029,46
46030,51
46031,22
46032,32
46033,51
46034,81
46035,6
46036,53
46037,6
46038,92
46039,35
46040,57
46041,18
46042,68
46043,50
46044,26
46045,60
46046,73
46047,81
46048,78
46049,42
46050,2
46051,63
46052,20
46053,38
46054,2
46055,90
46056,3
46057,27
46058,82
46059,21
46060,94
46061,83
46062,40
46063,48
46064,24
46065,54
46066,32
46067,95
46068,87
46069,47
46070,15
46071,85
46072,77
46073,84
46074,13
46075,65
46076,4
46077,43
46078,35
46079,29
46080,84
46081,97
46082,2
46083,72
46084,45
46085,73
46086,42
46087,18
46088,31
46089,57
46090,20
46091,87
46092,34
46093,52
46094,91
46095,19
46096,9
46097,81
46098,94
46099,9
46100,4
46101,3
46102,74
46103,18
46104,57
46105,33
46106,12
46107,45
46108,81
46109,31
46110,8
46111,74
46112,31
46113,89
46114,74
46115,46
46116,80
46117,20
46118,13
46119,97
46120,23
46121,6
46122,72
46123,14
46124,42
46125,34
46126,84
46127,37
46128,12
46129,7
46130,52
46131,98
46132,44
46133,80
46134,25
46135,65
46136,69
46137,77
46138,22
46139,73
46140,73
46141,4
46142,48
46143,59
46144,90
46145,1
46146,83
46147,22
46148,59
46149,65
46150,2
46151,75
46152,55
46153,23
46154,29
46155,93
46156,34
46157,84
46158,48
46159,25
46160,26
46161,72
46162,34
46163,75
46164,17
46165,61
46166,36
46167,8
46168,15
46169,57
46170,85
46171,66
46172,92
46173,72
46174,27
46175,45
46176,26
46177,96
46178,11
46179,91
46180,49
46181,26
46182,48
46183,58
46184,73
46185,99
46186,70
46187,93
46188,97
46189,86
46190,89
46191,63
46192,35
46193,76
46194,34
46195,39
46196,88
46197,8
46198,9
46199,37
46200,21
46201,90
46202,86
46203,66
46204,49
46205,4
46206,75
46207,43
46208,1
46209,33
46210,8
46211,92
46212,67
46213,58
46214,69
46215,8
46216,42
46217,14
46218,56
46219,20
46220,68
46221,3
46222,68
46223,37
46224,40
46225,40
46226,84
46227,31
46228,64
46229,94
46230,17
46231,63
46232,70
46233,92
46234,39
46235,11
46236,77
46237,77
46238,31
46239,89
46240,6
46241,99
46242,26
46243,11
46244,49
46245,11
46246,64
46247,31
46248,59
46249,56
46250,75
46251,93
46252,67
46253,99
46254,82
46255,5
46256,90
46257,98
46258,51
46259,4
46260,58
46261,67
46262,46
46263,81
46264,0
46265,17
46266,13
46267,97
46268,30
46269,97
46270,81
46271,53
46272,78
46273,44
46274,27
46275,25
46276,98
46277,81
46278,98
46279,40
46280,10
46281,91
46282,87
46283,28
46284,54
46285,27
46286,32
46287,5
46288,32
46289,10
46290,34
46291,99
46292,17
46293,37
46294,64
46295,26
46296,63
46297,32
46298,33
46299,61
46300,72
46301,43
46302,63
46303,87
46304,11
46305,48
46306,93
46307,42
46308,83
46309,46
46310,49
46311,41
46312,3
46313,20
46314,52
46315,11
46316,88
46317,64
46318,93
46319,74
46320,47
46321,10
46322,76
46323,23
46324,38
46325,4
46326,43
46327,67
46328,67
46329,13
46330,57
46331,41
46332,30
46333,46
46334,100
46335,41
46336,60
46337,20
46338,64
46339,99
46340,87
46341,15
46342,74
46343,17
46344,73
46345,29
46346,82
46347,43
46348,66
46349,29
46350,29
46351,26
46352,61
46353,51
46354,49
46355,78
46356,25
46357,46
46358,75
46359,52
46360,74
46361,62
46362,77
46363,31
46364,45
46365,28
46366,17
46367,76
46368,22
46369,70
46370,68
46371,80
46372,23
46373,50
46374,47
46375,25
46376,1
46377,41
46378,90
46379,28
46380,83
46381,31
46382,98
46383,23
46384,73
46385,88
46386,4
46387,35
46388,1
46389,56
46390,41
46391,74
46392,71
46393,84
46394,22
46395,52
46396,32
46397,50
46398,70
46399,86
46400,96
46401,77
46402,33
46403,42
46404,83
46405,25
46406,51
46407,70
46408,56
46409,84
46410,71
46411,17
46412,7
46413,94
46414,72
46415,91
46416,78
46417,28
46418,33
46419,74
46420,69
46421,29
46422,25
46423,98
46424,50
46425,53
46426,43
46427,74
46428,28
46429,29
46430,59
46431,30
46432,8
46433,6
46434,78
46435,80
46436,43
46437,4
46438,67
46439,30
46440,36
46441,100
46442,32
46443,43
46444,31
46445,15
46446,82
46447,71
46448,9
46449,47
46450,83
46451,90
46452,12
46453,28
46454,18
46455,8
46456,79
46457,92
46458,71
46459,77
46460,16
46461,64
46462,42
46463,74
46464,50
46465,58
46466,6
46467,19
46468,12
46469,59
46470,49
46471,26
46472,47
46473,48
46474,12
46475,92
46476,60
46477,90
46478,12
46479,99
46480,62
46481,19
46482,96
46483,8
46484,34
46485,1
46486,88
46487,24
46488,42
46489,85
46490,13
46491,98
46492,93
46493,3
46494,45
46495,24
46496,51
46497,13
46498,66
46499,57
46500,86
46501,12
46502,47
46503,50
46504,77
46505,85
46506,70
46507,3
46508,39
46509,89
46510,80
46511,30
46512,3
46513,70
46514,87
46515,67
46516,78
46517,10
46518,69
46519,22
46520,34
46521,91
46522,40
46523,57
46524,14
46525,86
46526,20
46527,73
46528,3
46529,81
46530,67
46531,97
46532,32
46533,75
46534,94
46535,54
46536,89
46537,71
46538,54
46539,6
46540,30
46541,40
46542,13
46543,49
46544,39
46545,76
46546,6
46547,47
46548,14
46549,57
46550,68
46551,85
46552,18
46553,27
46554,66
46555,82
46556,29
46557,53
46558,67
46559,10
46560,57
46561,63
46562,19
46563,62
46564,64
46565,20
46566,55
46567,82
46568,70
46569,66
46570,93
46571,86
46572,18
46573,35
46574,9
46575,33
46576,81
46577,33
46578,89
46579,53
46580,89
46581,70
46582,20
46583,6
46584,36
46585,16
46586,12
46587,20
46588,63
46589,66
46590,58
46591,60
46592,65
46593,55
46594,38
46595,71
46596,82
46597,24
46598,49
46599,81
46600,23
46601,79
46602,97
46603,66
46604,63
46605,44
46606,92
46607,31
46608,64
46609,23
46610,46
46611,33
46612,18
46613,97
46614,15
46615,25
46616,64
46617,29
46618,6
46619,45
46620,32
46621,23
46622,8
46623,98
46624,21
46625,11
46626,97
46627,63
46628,69
46629,23
46630,60
46631,81
46632,65
46633,99
46634,18
46635,11
46636,40
46637,17
46638,40
46639,46
46640,57
46641,76
46642,7
46643,34
46644,15
46645,98
46646,42
46647,53
46648,18
46649,37
46650,27
46651,73
46652,77
46653,95
46654,98
46655,57
46656,78
46657,79
46658,87
46659,52
46660,78
46661,13
46662,54
46663,74
46664,80
46665,49
46666,20
46667,34
46668,85
46669,40
46670,64
46671,68
46672,42
46673,79
46674,44
46675,70
46676,39
46677,88
46678,33
46679,78
46680,65
46681,17
46682,47
46683,98
46684,4
46685,28
46686,84
46687,26
46688,68
46689,79
46690,33
46691,61
46692,100
46693,1
46694,53
46695,82
46696,97
46697,19
46698,99
46699,15
46700,96
46701,21
46702,37
46703,2
46704,92
46705,26
46706,7
46707,33
46708,40
46709,59
46710,75
46711,18
46712,84
46713,49
46714,50
46715,76
46716,28
46717,46
46718,49
46719,95
46720,58
46721,52
46722,93
46723,91
46724,71
46725,76
46726,95
46727,24
46728,58
46729,97
46730,6
46731,10
46732,35
46733,21
46734,0
46735,4
46736,90
46737,69
46738,63
46739,11
46740,90
46741,9
46742,25
46743,75
46744,82
46745,75
46746,19
46747,47
46748,7
46749,33
46750,90
46751,97
46752,39
46753,87
46754,1
46755,71
46756,26
46757,62
46758,53
46759,24
46760,57
46761,41
46762,91
46763,47
46764,68
46765,71
46766,52
46767,76
46768,48
46769,52
46770,57
46771,74
46772,82
46773,2
46774,7
46775,88
46776,89
46777,81
46778,90
46779,39
46780,68
46781,85
46782,53
46783,99
46784,29
46785,98
46786,87
46787,11
46788,96
46789,53
46790,46
46791,87
46792,7
46793,38
46794,40
46795,15
46796,48
46797,18
46798,82
46799,94
46800,15
46801,27
46802,25
46803,49
46804,84
46805,9
46806,43
46807,33
46808,17
46809,60
46810,88
46811,39
46812,66
46813,60
46814,73
46815,20
46816,14
46817,70
46818,94
46819,3
46820,46
46821,58
46822,3
46823,25
46824,100
46825,81
46826,43
46827,75
46828,4
46829,19
46830,90
46831,30
46832,38
46833,80
46834,1
46835,29
46836,25
46837,26
46838,25
46839,3
46840,31
46841,24
46842,25
46843,98
46844,46
46845,100
46846,66
46847,80
46848,6
46849,68
46850,65
46851,19
46852,24
46853,88
46854,58
46855,36
46856,40
46857,7
46858,26
46859,67
46860,100
46861,86
46862,64
46863,53
46864,59
46865,90
46866,49
46867,36
46868,12
46869,12
46870,84
46871,31
46872,32
46873,32
46874,26
46875,23
46876,38
46877,95
46878,43
46879,74
46880,64
46881,17
46882,36
46883,87
46884,78
46885,49
46886,69
46887,9
46888,31
46889,90
46890,50
46891,70
46892,56
46893,74
46894,44
46895,68
46896,57
46897,88
46898,65
46899,63
46900,47
46901,82
46902,95
46903,3
46904,92
46905,87
46906,33
46907,62
46908,27
46909,98
46910,92
46911,84
46912,76
46913,98
46914,61
46915,0
46916,77
46917,23
46918,84
46919,34
46920,48
46921,98
46922,62
46923,13
46924,27
46925,14
46926,45
46927,37
46928,70
46929,60
46930,7
46931,81
46932,50
46933,38
46934,27
46935,34
46936,5
46937,92
46938,94
46939,72
46940,43
46941,77
46942,36
46943,53
46944,7
46945,93
46946,69
46947,72
46948,43
46949,96
46950,83
46951,5
46952,99
46953,92
46954,45
46955,100
46956,24
46957,14
46958,79
46959,54
46960,21
46961,61
46962,43
46963,10
46964,53
46965,92
46966,83
46967,56
46968,68
46969,77
46970,79
46971,62
46972,4
46973,23
46974,73
46975,48
46976,28
46977,98
46978,99
46979,46
46980,71
46981,13
46982,82
46983,98
46984,36
46985,32
46986,5
46987,76
46988,17
46989,84
46990,50
46991,16
46992,51
46993,67
46994,12
46995,47
46996,21
46997,80
46998,60
46999,61
47000,45
47001,63
47002,97
47003,87
47004,98
47005,38
47006,55
47007,41
47008,89
47009,32
47010,9
47011,50
47012,37
47013,17
47014,83
47015,46
47016,2
47017,78
47018,14
47019,38
47020,98
47021,72
47022,11
47023,20
47024,96
47025,43
47026,92
47027,92
47028,61
47029,24
47030,16
47031,73
47032,87
47033,16
47034,29
47035,50
47036,75
47037,39
47038,19
47039,49
47040,33
47041,79
47042,30
47043,89
47044,72
47045,45
47046,79
47047,96
47048,12
47049,49
47050,50
47051,22
47052,32
47053,87
47054,87
47055,27
47056,79
47057,92
47058,18
47059,37
47060,88
47061,99
47062,60
47063,19
47064,39
47065,75
47066,98
47067,62
47068,37
47069,2
47070,23
47071,54
47072,27
47073,56
47074,18
47075,79
47076,58
47077,26
47078,80
47079,38
47080,38
47081,13
47082,77
47083,63
47084,39
47085,32
47086,22
47087,99
47088,66
47089,58
47090,35
47091,57
47092,9
47093,97
47094,10
47095,40
47096,46
47097,79
47098,0
47099,96
47100,11
47101,35
47102,10
47103,47
47104,62
47105,90
47106,2
47107,98
47108,10
47109,51
47110,13
47111,90
47112,22
47113,46
47114,26
47115,25
47116,16
47117,57
47118,77
47119,63
47120,90
47121,41
47122,30
47123,84
47124,3
47125,73
47126,7
47127,22
47128,68
47129,9
47130,74
47131,42
47132,32
47133,0
47134,79
47135,53
47136,43
47137,5
47138,59
47139,35
47140,66
47141,96
47142,42
47143,28
47144,1
47145,65
47146,97
47147,49
47148,19
47149,46
47150,100
47151,98
47152,81
47153,12
47154,88
47155,2
47156,43
47157,3
47158,21
47159,4
47160,72
47161,64
47162,26
47163,41
47164,70
47165,49
47166,84
47167,91
47168,48
47169,24
47170,28
47171,20
47172,85
47173,61
47174,99
47175,15
47176,87
47177,43
47178,35
47179,78
47180,74
47181,71
47182,22
47183,56
47184,59
47185,49
47186,89
47187,10
47188,36
47189,15
47190,93
47191,44
47192,52
47193,39
47194,1
47195,2
47196,15
47197,88
47198,14
47199,57
47200,59
47201,21
47202,30
47203,75
47204,94
47205,6
47206,79
47207,35
47208,47
47209,99
47210,17
47211,15
47212,86
47213,71
47214,55
47215,48
47216,93
47217,86
47218,96
47219,82
47220,86
47221,66
47222,50
47223,84
47224,64
47225,32
47226,69
47227,30
47228,68
47229,38
47230,100
47231,51
47232,15
47233,68
47234,4
47235,73
47236,0
47237,25
47238,31
47239,36
47240,1
47241,86
47242,60
47243,21
47244,45
47245,80
47246,81
47247,79
47248,47
47249,79
47250,93
47251,76
47252,58
47253,66
47254,27
47255,86
47256,66
47257,23
47258,89
47259,78
47260,98
47261,90
47262,99
47263,52
47264,2
47265,43
47266,77
47267,88
47268,53
47269,63
47270,1
47271,2
47272,64
47273,74
47274,5
47275,64
47276,95
47277,70
47278,79
47279,24
47280,97
47281,30
47282,42
47283,29
47284,89
47285,100
47286,78
47287,39
47288,18
47289,63
47290,71
47291,81
47292,100
47293,79
47294,48
47295,40
47296,23
47297,66
47298,51
47299,99
47300,19
47301,37
47302,78
47303,95
47304,28
47305,90
47306,43
47307,86
47308,39
47309,97
47310,29
47311,40
47312,84
47313,64
47314,21
47315,10
47316,13
47317,84
47318,65
47319,66
47320,71
47321,58
47322,19
47323,55
47324,19
47325,34
47326,79
47327,42
47328,25
47329,21
47330,74
47331,1
47332,49
47333,43
47334,68
47335,68
47336,0
47337,91
47338,33
47339,71
47340,71
47341,24
47342,37
47343,0
47344,69
47345,66
47346,42
47347,74
47348,63
47349,32
47350,43
47351,87
47352,61
47353,37
47354,19
47355,14
47356,18
47357,46
47358,2
47359,51
47360,56
47361,21
47362,17
47363,58
47364,31
47365,15
47366,49
47367,18
47368,96
47369,37
47370,43
47371,59
47372,57
47373,70
47374,70
47375,66
47376,8
47377,84
47378,54
47379,15
47380,34
47381,23
47382,81
47383,81
47384,30
47385,8
47386,28
47387,68
47388,15
47389,10
47390,24
47391,76
47392,94
47393,62
47394,63
47395,83
47396,6
47397,79
47398,79
47399,47
47400,96
47401,79
47402,53
47403,53
47404,41
47405,48
47406,68
47407,23
47408,11
47409,5
47410,5
47411,73
47412,73
47413,71
47414,3
47415,3
47416,39
47417,15
47418,88
47419,78
47420,95
47421,67
47422,4
47423,31
47424,33
47425,60
47426,39
47427,95
47428,30
47429,16
47430,55
47431,45
47432,93
47433,55
47434,91
47435,55
47436,55
47437,37
47438,15
47439,29
47440,34
47441,50
47442,35
47443,69
47444,86
47445,57
47446,59
47447,67
47448,16
47449,8
47450,49
47451,7
47452,85
47453,75
47454,42
47455,8
47456,29
47457,58
47458,32
47459,81
47460,5
47461,43
47462,28
47463,38
47464,73
47465,6
47466,46
47467,24
47468,13
47469,66
47470,37
47471,31
47472,23
47473,76
47474,50
47475,77
47476,31
47477,19
47478,64
47479,86
47480,86
47481,5
47482,19
47483,97
47484,12
47485,44
47486,12
47487,48
47488,80
47489,22
47490,66
47491,27
47492,83
47493,29
47494,69
47495,40
47496,38
47497,40
47498,11
47499,47
47500,72
47501,11
47502,84
47503,50
47504,41
47505,64
47506,90
47507,15
47508,42
47509,68
47510,76
47511,72
47512,83
47513,20
47514,57
47515,85
47516,77
47517,36
47518,68
47519,35
47520,74
47521,86
47522,10
47523,63
47524,27
47525,52
47526,77
47527,51
47528,22
47529,15
47530,8
47531,30
47532,49
47533,13
47534,24
47535,31
47536,59
47537,54
47538,87
47539,51
47540,93
47541,17
47542,70
47543,19
47544,42
47545,82
47546,8
47547,4
47548,41
47549,18
47550,39
47551,55
47552,61
47553,36
47554,57
47555,44
47556,63
47557,59
47558,66
47559,4
47560,18
47561,87
47562,75
47563,27
47564,4
47565,94
47566,50
47567,35
47568,21
47569,20
47570,59
47571,21
47572,9
47573,81
47574,36
47575,65
47576,14
47577,48
47578,57
47579,49
47580,64
47581,51
47582,75
47583,99
47584,72
47585,27
47586,22
47587,70
47588,53
47589,6
47590,5
47591,59
47592,12
47593,65
47594,80
47595,32
47596,34
47597,97
47598,39
47599,43
47600,7
47601,36
47602,40
47603,81
47604,58
47605,9
47606,15
47607,74
47608,22
47609,88
47610,59
47611,5
47612,45
47613,28
47614,50
47615,25
47616,14
47617,1
47618,92
47619,5
47620,17
47621,31
47622,96
47623,66
47624,32
47625,87
47626,83
47627,15
47628,67
47629,50
47630,98
47631,7
47632,30
47633,72
47634,93
47635,85
47636,63
47637,16
47638,87
47639,65
47640,47
47641,100
47642,71
47643,48
47644,76
47645,54
47646,8
47647,82
47648,92
47649,94
47650,64
47651,92
47652,3
47653,28
47654,61
47655,86
47656,8
47657,96
47658,3
47659,51
47660,6
47661,82
47662,88
47663,47
47664,61
47665,19
47666,23
47667,91
47668,30
47669,0
47670,57
47671,67
47672,82
47673,66
47674,37
47675,9
47676,34
47677,46
47678,94
47679,84
47680,8
47681,95
47682,40
47683,57
47684,19
47685,77
47686,77
47687,37
47688,89
47689,80
47690,54
47691,56
47692,34
47693,94
47694,60
47695,4
47696,13
47697,39
47698,71
47699,59
47700,97
47701,19
47702,37
47703,81
47704,16
47705,18
47706,30
47707,70
47708,60
47709,28
47710,79
47711,19
47712,100
47713,78
47714,62
47715,89
47716,98
47717,56
47718,74
47719,55
47720,96
47721,86
47722,8
47723,97
47724,20
47725,57
47726,82
47727,75
47728,76
47729,79
47730,8
47731,17
47732,67
47733,91
47734,89
47735,27
47736,4
47737,13
47738,66
47739,9
47740,97
47741,23
47742,88
47743,58
47744,92
47745,79
47746,68
47747,26
47748,50
47749,55
47750,21
47751,75
47752,62
47753,8
47754,75
47755,87
47756,43
47757,87
47758,95
47759,41
47760,54
47761,1
47762,45
47763,27
47764,28
47765,98
47766,38
47767,38
47768,5
47769,74
47770,65
47771,0
47772,41
47773,25
47774,81
47775,10
47776,36
47777,3
47778,97
47779,51
47780,8
47781,95
47782,90
47783,37
47784,51
47785,51
47786,85
47787,82
47788,80
47789,37
47790,70
47791,27
47792,14
47793,64
47794,14
47795,14
47796,3
47797,7
47798,87
47799,39
47800,29
47801,91
47802,16
47803,83
47804,26
47805,54
47806,53
47807,64
47808,10
47809,94
47810,12
47811,66
47812,10
47813,96
47814,94
47815,91
47816,69
47817,5
47818,93
47819,16
47820,72
47821,23
47822,93
47823,37
47824,82
47825,67
47826,99
47827,34
47828,70
47829,13
47830,98
47831,61
47832,14
47833,0
47834,57
47835,7
47836,74
47837,78
47838,71
47839,69
47840,72
47841,100
47842,9
47843,83
47844,12
47845,49
47846,81
47847,29
47848,96
47849,91
47850,20
47851,47
47852,11
47853,72
47854,37
47855,51
47856,90
47857,32
47858,51
47859,8
47860,66
47861,99
47862,72
47863,81
47864,67
47865,19
47866,95
47867,4
47868,21
47869,76
47870,0
47871,30
47872,65
47873,48
47874,84
47875,51
47876,12
47877,94
47878,63
47879,23
47880,14
47881,8
47882,58
47883,28
47884,79
47885,14
47886,14
47887,0
47888,46
47889,64
47890,30
47891,29
47892,37
47893,95
47894,84
47895,77
47896,74
47897,78
47898,75
47899,23
47900,73
47901,16
47902,96
47903,61
47904,22
47905,39
47906,93
47907,66
47908,95
47909,43
47910,46
47911,86
47912,0
47913,38
47914,94
47915,91
47916,24
47917,37
47918,58
47919,81
47920,94
47921,69
47922,98
47923,13
47924,29
47925,67
47926,57
47927,56
47928,56
47929,11
47930,94
47931,11
47932,55
47933,43
47934,98
47935,35
47936,67
47937,94
47938,39
47939,82
47940,90
47941,29
47942,64
47943,29
47944,60
47945,86
47946,21
47947,39
47948,56
47949,5
47950,89
47951,84
47952,89
47953,53
47954,86
47955,81
47956,1
47957,71
47958,47
47959,69
47960,17
47961,39
47962,81
47963,98
47964,65
47965,57
47966,76
47967,8
47968,27
47969,0
47970,71
47971,26
47972,49
47973,5
47974,65
47975,28
47976,15
47977,36
47978,42
47979,80
47980,96
47981,12
47982,3
47983,34
47984,86
47985,17
47986,8
47987,95
47988,36
47989,77
47990,6
47991,76
47992,24
47993,65
47994,22
47995,82
47996,99
47997,68
47998,57
47999,3
48000,88
48001,75
48002,23
48003,89
48004,75
48005,20
48006,67
48007,51
48008,50
48009,82
48010,50
48011,1
48012,60
48013,75
48014,38
48015,97
48016,83
48017,20
48018,92
48019,97
48020,51
48021,46
48022,33
48023,63
48024,46
48025,13
48026,75
48027,29
48028,6
48029,94
48030,44
48031,45
48032,92
48033,45
48034,89
48035,75
48036,94
48037,11
48038,22
48039,82
48040,15
48041,14
48042,78
48043,45
48044,18
48045,57
48046,28
48047,32
48048,78
48049,62
48050,17
48051,28
48052,46
48053,30
48054,61
48055,32
48056,92
48057,69
48058,15
48059,56
48060,99
48061,77
48062,94
48063,50
48064,13
48065,95
48066,98
48067,30
48068,62
48069,66
48070,97
48071,38
48072,79
48073,100
48074,40
48075,35
48076,22
48077,89
48078,92
48079,11
48080,58
48081,94
48082,61
48083,23
48084,3
48085,64
48086,5
48087,25
48088,28
48089,87
48090,58
48091,41
48092,43
48093,92
48094,87
48095,28
48096,52
48097,13
48098,21
48099,89
48100,3
48101,48
48102,43
48103,45
48104,45
48105,74
48106,33
48107,5
48108,99
48109,91
48110,68
48111,36
48112,27
48113,26
48114,55
48115,51
48116,49
48117,63
48118,35
48119,41
48120,51
48121,70
48122,27
48123,60
48124,32
48125,95
48126,80
48127,35
48128,78
48129,58
48130,71
48131,1
48132,9
48133,35
48134,49
48135,97
48136,7
48137,91
48138,51
48139,63
48140,63
48141,74
48142,22
48143,48
48144,65
48145,47
48146,25
48147,87
48148,33
48149,59
48150,3
48151,4
48152,79
48153,61
48154,13
48155,17
48156,53
48157,74
48158,49
48159,25
48160,91
48161,28
48162,87
48163,31
48164,2
48165,92
48166,50
48167,21
48168,41
48169,85
48170,24
48171,65
48172,88
48173,68
48174,72
48175,44
48176,69
48177,41
48178,98
48179,0
48180,39
48181,5
48182,53
48183,40
48184,35
48185,77
48186,90
48187,23
48188,94
48189,22
48190,29
48191,75
48192,45
48193,100
48194,41
48195,39
48196,19
48197,67
48198,58
48199,36
48200,39
48201,35
48202,92
48203,82
48204,70
48205,40
48206,28
48207,89
48208,57
48209,10
48210,63
48211,17
48212,40
48213,80
48214,99
48215,5
48216,15
48217,100
48218,80
48219,66
48220,25
48221,71
48222,42
48223,55
48224,34
48225,91
48226,25
48227,100
48228,17
48229,36
48230,17
48231,47
48232,12
48233,9
48234,2
48235,82
48236,66
48237,47
48238,54
48239,6
48240,34
48241,8
48242,84
48243,5
48244,68
48245,65
48246,9
48247,10
48248,23
48249,90
48250,60
48251,7
48252,57
48253,10
48254,51
48255,92
48256,32
48257,95
48258,54
48259,62
48260,61
48261,4
48262,73
48263,68
48264,100
48265,34
48266,87
48267,93
48268,40
48269,43
48270,2
48271,48
48272,32
48273,14
48274,42
48275,22
48276,49
48277,67
48278,33
48279,60
48280,59
48281,17
48282,99
