学号,成绩
46348,92
46349,17
46350,15
46351,27
46352,77
46353,10
46354,0
46355,99
46356,74
46357,35
46358,92
46359,67
46360,89
46361,92
46362,13
46363,7
46364,97
46365,9
46366,100
46367,9
46368,95
46369,45
46370,81
46371,6
46372,100
46373,97
46374,9
46375,54
46376,52
46377,13
46378,93
46379,13
46380,41
46381,0
46382,95
46383,11
46384,58
46385,6
46386,40
46387,12
46388,95
46389,79
46390,81
46391,100
46392,25
46393,40
46394,41
46395,68
46396,100
46397,7
46398,77
46399,24
46400,45
46401,93
46402,97
46403,42
46404,21
46405,74
46406,13
46407,70
46408,95
46409,38
46410,6
46411,71
46412,88
46413,6
46414,44
46415,96
46416,96
46417,48
46418,0
46419,12
46420,78
46421,79
46422,42
46423,86
46424,76
46425,46
46426,40
46427,20
46428,52
46429,99
46430,9
46431,10
46432,78
46433,41
46434,24
46435,25
46436,26
46437,52
46438,43
46439,91
46440,57
46441,45
46442,44
46443,20
46444,18
46445,52
46446,8
46447,17
46448,7
46449,47
46450,47
46451,54
46452,30
46453,46
46454,79
46455,28
46456,81
46457,68
46458,1
46459,0
46460,32
46461,49
46462,1
46463,21
46464,21
46465,12
46466,19
46467,79
46468,89
46469,23
46470,54
46471,18
46472,18
46473,8
46474,66
46475,68
46476,85
46477,51
46478,36
46479,60
46480,28
46481,17
46482,70
46483,55
46484,35
46485,2
46486,93
46487,60
46488,5
46489,24
46490,57
46491,0
46492,75
46493,18
46494,80
46495,67
46496,25
46497,54
46498,40
46499,70
46500,97
46501,100
46502,1
46503,10
46504,70
46505,78
46506,50
46507,72
46508,68
46509,31
46510,22
46511,64
46512,4
46513,89
46514,8
46515,18
46516,80
46517,80
46518,16
46519,22
46520,63
46521,35
46522,50
46523,34
46524,34
46525,9
46526,19
46527,9
46528,28
46529,80
46530,9
46531,65
46532,37
46533,10
46534,83
46535,90
46536,54
46537,56
46538,27
46539,77
46540,16
46541,91
46542,49
46543,89
46544,48
46545,0
46546,27
46547,64
46548,56
46549,31
46550,41
46551,98
46552,97
46553,61
46554,4
46555,15
46556,6
46557,37
46558,100
46559,16
46560,49
46561,75
46562,81
46563,3
46564,22
46565,49
46566,22
46567,10
46568,27
46569,27
46570,25
46571,31
46572,67
46573,53
46574,34
46575,80
46576,43
46577,83
46578,43
46579,76
46580,89
46581,50
46582,85
46583,72
46584,62
46585,93
46586,84
46587,50
46588,54
46589,35
46590,81
46591,81
46592,22
46593,46
46594,50
46595,66
46596,26
46597,84
46598,36
46599,68
46600,5
46601,35
46602,67
46603,91
46604,6
46605,74
46606,96
46607,34
46608,22
46609,80
46610,17
46611,26
46612,95
46613,29
46614,69
46615,26
46616,11
46617,2
46618,44
46619,48
46620,5
46621,94
46622,82
46623,45
46624,68
46625,88
46626,46
46627,37
46628,94
46629,69
46630,59
46631,78
46632,51
46633,9
46634,45
46635,97
46636,4
46637,57
46638,67
46639,94
46640,76
46641,51
46642,96
46643,88
46644,23
46645,7
46646,50
46647,95
46648,69
46649,47
46650,3
46651,61
46652,92
46653,43
46654,86
46655,99
46656,11
46657,41
46658,0
46659,4
46660,84
46661,69
46662,0
46663,68
46664,10
46665,32
46666,94
46667,78
46668,90
46669,24
46670,64
46671,62
46672,78
46673,37
46674,42
46675,53
46676,18
46677,7
46678,15
46679,100
46680,91
46681,41
46682,39
46683,10
46684,49
46685,73
46686,99
46687,62
46688,62
46689,35
46690,47
46691,5
46692,56
46693,83
46694,84
46695,70
46696,83
46697,35
46698,26
46699,93
46700,93
46701,99
46702,15
46703,64
46704,44
46705,48
46706,35
46707,10
46708,31
46709,2
46710,96
46711,4
46712,36
46713,13
46714,5
46715,77
46716,25
46717,36
46718,18
46719,30
46720,50
46721,57
46722,24
46723,68
46724,31
46725,62
46726,2
46727,45
46728,18
46729,52
46730,18
46731,77
46732,74
46733,97
46734,1
46735,13
46736,56
46737,46
46738,66
46739,25
46740,57
46741,49
46742,52
46743,80
46744,63
46745,3
46746,13
46747,5
46748,43
46749,42
46750,50
46751,98
46752,28
46753,14
46754,10
46755,26
46756,41
46757,18
46758,81
46759,60
46760,38
46761,9
46762,57
46763,30
46764,59
46765,60
46766,63
46767,65
46768,24
46769,81
46770,56
46771,57
46772,64
46773,45
46774,24
46775,28
46776,10
46777,99
46778,36
46779,2
46780,28
46781,31
46782,12
46783,37
46784,9
46785,52
46786,8
46787,45
46788,59
46789,20
46790,32
46791,51
46792,67
46793,69
46794,32
46795,76
46796,30
46797,82
46798,36
46799,82
46800,94
46801,92
46802,10
46803,94
46804,38
46805,78
46806,2
46807,10
46808,48
46809,72
46810,53
46811,45
46812,75
46813,69
46814,34
46815,23
46816,38
46817,82
46818,96
46819,37
46820,2
46821,9
46822,45
46823,77
46824,88
46825,73
46826,48
46827,90
46828,16
46829,95
46830,89
46831,74
46832,34
46833,71
46834,7
46835,8
46836,8
46837,24
46838,43
46839,56
46840,98
46841,70
46842,77
46843,23
46844,38
46845,28
46846,23
46847,50
46848,99
46849,9
46850,81
46851,62
46852,97
46853,91
46854,37
46855,48
46856,2
46857,38
46858,82
46859,18
46860,26
46861,87
46862,46
46863,54
46864,30
46865,26
46866,18
46867,52
46868,10
46869,90
46870,96
46871,85
46872,52
46873,92
46874,13
46875,56
46876,86
46877,48
46878,4
46879,11
46880,100
46881,85
46882,78
46883,10
46884,9
46885,31
46886,98
46887,19
46888,54
46889,65
46890,6
46891,68
46892,44
46893,50
46894,36
46895,43
46896,97
46897,39
46898,3
46899,89
46900,99
46901,21
46902,100
46903,45
46904,56
46905,66
46906,66
46907,87
46908,54
46909,16
46910,39
46911,31
46912,74
46913,8
46914,56
46915,27
46916,73
46917,7
46918,52
46919,45
46920,37
46921,37
46922,85
46923,17
46924,6
46925,24
46926,28
46927,100
46928,78
46929,12
46930,9
46931,46
46932,49
46933,35
46934,51
46935,75
46936,48
46937,71
46938,9
46939,46
46940,24
46941,100
46942,8
46943,75
46944,59
46945,56
46946,55
46947,75
46948,84
46949,95
46950,56
46951,98
46952,6
46953,60
46954,54
46955,32
46956,19
46957,62
46958,18
46959,40
46960,70
46961,72
46962,99
46963,18
46964,56
46965,55
46966,1
46967,71
46968,80
46969,45
46970,0
46971,38
46972,39
46973,64
46974,52
46975,23
46976,95
46977,7
46978,2
46979,85
46980,58
46981,4
46982,2
46983,79
46984,8
46985,46
46986,60
46987,21
46988,62
46989,1
46990,80
46991,55
46992,65
46993,12
46994,17
46995,46
46996,20
46997,1
46998,26
46999,40
47000,5
47001,3
47002,22
47003,38
47004,18
47005,79
47006,45
47007,24
47008,15
47009,35
47010,28
47011,83
47012,14
47013,33
47014,66
47015,59
47016,61
47017,76
47018,53
47019,55
47020,62
47021,66
47022,28
47023,70
47024,30
47025,72
47026,16
47027,27
47028,12
47029,20
47030,38
47031,97
47032,52
47033,9
47034,70
47035,72
47036,36
47037,76
47038,44
47039,34
47040,72
47041,83
47042,66
47043,29
47044,69
47045,39
47046,53
47047,84
47048,50
47049,83
47050,82
47051,6
47052,12
47053,54
47054,44
47055,93
47056,100
47057,75
47058,95
47059,30
47060,100
47061,7
47062,17
47063,100
47064,21
47065,23
47066,39
47067,11
47068,97
47069,48
47070,35
47071,42
47072,39
47073,43
47074,9
47075,53
47076,31
47077,70
47078,82
47079,79
47080,11
47081,73
47082,35
47083,71
47084,42
47085,28
47086,24
47087,60
47088,91
47089,70
47090,85
47091,47
47092,36
47093,49
47094,14
47095,90
47096,81
47097,49
47098,5
47099,90
47100,22
47101,57
47102,81
47103,32
47104,28
47105,40
47106,41
47107,80
47108,70
47109,76
47110,97
47111,8
47112,92
47113,87
47114,62
47115,53
47116,11
47117,94
47118,99
47119,89
47120,74
47121,74
47122,93
47123,92
47124,33
47125,55
47126,77
47127,8
47128,92
47129,6
47130,84
47131,81
47132,7
47133,73
47134,43
47135,91
47136,60
47137,26
47138,16
47139,50
47140,52
47141,76
47142,62
47143,30
47144,68
47145,93
47146,44
47147,42
47148,8
47149,18
47150,29
47151,58
47152,58
47153,32
47154,31
47155,90
47156,39
47157,93
47158,76
47159,79
47160,26
47161,52
47162,32
47163,47
47164,11
47165,13
47166,52
47167,40
47168,0
47169,71
47170,72
47171,78
47172,37
47173,45
47174,37
47175,64
47176,41
47177,58
47178,92
47179,0
47180,1
47181,46
47182,76
47183,44
47184,60
47185,72
47186,63
47187,96
47188,94
47189,23
47190,59
47191,35
47192,76
47193,28
47194,38
47195,74
47196,90
47197,7
47198,95
47199,79
47200,12
47201,46
47202,44
47203,40
47204,19
47205,44
47206,31
47207,11
47208,75
47209,39
47210,96
47211,40
47212,86
47213,30
47214,85
47215,67
47216,54
47217,60
47218,16
47219,94
47220,87
47221,92
47222,13
47223,28
47224,50
47225,91
47226,84
47227,72
47228,90
47229,45
47230,30
47231,17
47232,35
47233,7
47234,94
47235,30
47236,77
47237,49
47238,77
47239,80
47240,61
47241,42
47242,61
47243,81
47244,15
47245,65
47246,74
47247,68
47248,90
47249,10
47250,4
47251,86
47252,52
47253,27
47254,27
47255,57
47256,25
47257,15
47258,10
47259,83
47260,25
47261,45
47262,74
47263,72
47264,37
47265,89
47266,100
47267,63
47268,64
47269,82
47270,29
47271,99
47272,4
47273,15
47274,71
47275,4
47276,51
47277,36
47278,67
47279,43
47280,89
47281,10
47282,50
47283,89
47284,23
47285,20
47286,9
47287,8
47288,64
47289,13
47290,60
47291,79
47292,44
47293,34
47294,63
47295,8
47296,28
47297,49
47298,33
47299,11
47300,8
47301,42
47302,74
47303,85
47304,99
47305,100
47306,40
47307,32
47308,90
47309,59
47310,54
47311,37
47312,21
47313,43
47314,92
47315,19
47316,55
47317,32
47318,17
47319,71
47320,20
47321,63
47322,65
47323,28
47324,45
47325,65
47326,33
47327,21
47328,72
47329,4
47330,73
47331,83
47332,58
47333,17
47334,18
47335,62
47336,39
47337,84
47338,18
47339,1
47340,21
47341,67
47342,2
47343,17
47344,53
47345,51
47346,55
47347,57
47348,88
47349,9
47350,48
47351,42
47352,32
47353,28
47354,70
47355,71
47356,37
47357,64
47358,58
47359,79
47360,77
47361,74
47362,2
47363,59
47364,29
47365,64
47366,100
47367,100
47368,15
47369,58
47370,28
47371,72
47372,10
47373,22
47374,89
47375,70
47376,54
47377,85
47378,14
47379,66
47380,10
47381,32
47382,67
47383,80
47384,18
47385,43
47386,17
47387,49
47388,95
47389,44
47390,39
47391,69
47392,64
47393,2
47394,42
47395,8
47396,9
47397,84
47398,7
47399,60
47400,9
47401,57
47402,46
47403,49
47404,19
47405,81
47406,72
47407,86
47408,98
47409,43
47410,20
47411,20
47412,62
47413,48
47414,29
47415,10
47416,85
47417,41
47418,97
47419,77
47420,56
47421,100
47422,20
47423,22
47424,71
47425,43
47426,45
47427,84
47428,4
47429,66
47430,57
47431,48
47432,28
47433,51
47434,79
47435,77
47436,14
47437,100
47438,22
47439,55
47440,28
47441,76
47442,88
47443,72
47444,37
47445,45
47446,81
47447,71
47448,90
47449,15
47450,63
47451,84
47452,63
47453,83
47454,53
47455,100
47456,24
47457,23
47458,41
47459,75
47460,54
47461,6
47462,55
47463,2
47464,15
47465,25
47466,47
47467,24
47468,84
47469,62
47470,28
47471,98
47472,7
47473,10
47474,60
47475,70
47476,90
47477,99
47478,6
47479,69
47480,17
47481,50
47482,61
47483,44
47484,46
47485,44
47486,8
47487,18
47488,28
47489,19
47490,86
47491,95
47492,57
47493,89
47494,70
47495,14
47496,23
47497,50
47498,19
47499,37
47500,75
47501,57
47502,83
47503,33
47504,72
47505,56
47506,92
47507,42
47508,36
47509,42
47510,4
47511,34
47512,15
47513,82
47514,33
47515,9
47516,71
47517,72
47518,57
47519,76
47520,14
47521,41
47522,78
47523,36
47524,53
47525,13
47526,26
47527,84
47528,73
47529,85
47530,73
47531,10
47532,89
47533,84
47534,56
47535,45
47536,79
47537,42
47538,11
47539,65
47540,79
47541,66
47542,90
47543,21
47544,87
47545,95
47546,67
47547,68
47548,46
47549,1
47550,85
47551,92
47552,79
47553,32
47554,34
47555,88
47556,33
47557,47
47558,56
47559,89
47560,82
47561,59
47562,82
47563,74
47564,94
47565,33
47566,19
47567,59
47568,19
47569,40
47570,21
47571,26
47572,75
47573,24
47574,45
47575,88
47576,10
47577,41
47578,35
47579,22
47580,49
47581,75
47582,8
47583,33
47584,28
47585,44
47586,65
47587,3
47588,45
47589,78
47590,63
47591,27
47592,5
47593,64
47594,8
47595,84
47596,37
47597,15
47598,82
47599,22
47600,16
47601,29
47602,64
47603,56
47604,27
47605,60
47606,5
47607,20
47608,12
47609,6
47610,49
47611,43
47612,18
47613,13
47614,42
47615,49
47616,58
47617,17
47618,32
47619,49
47620,48
47621,54
47622,38
47623,43
47624,96
47625,42
47626,84
47627,20
47628,38
47629,7
47630,43
47631,95
47632,8
47633,43
47634,41
47635,85
47636,100
47637,55
47638,51
47639,95
47640,46
47641,34
47642,36
47643,68
47644,35
47645,31
47646,60
47647,18
47648,93
47649,63
47650,85
47651,42
47652,81
47653,24
47654,34
47655,74
47656,9
47657,66
47658,73
47659,94
47660,15
47661,18
47662,41
47663,80
47664,66
47665,48
47666,3
47667,83
47668,7
47669,81
47670,12
47671,90
47672,22
47673,82
47674,9
47675,14
47676,30
47677,27
47678,96
47679,11
47680,33
47681,67
47682,94
47683,63
47684,48
47685,18
47686,48
47687,47
47688,40
47689,69
47690,78
47691,40
47692,2
47693,54
47694,24
47695,56
47696,31
47697,24
47698,67
47699,73
47700,94
47701,69
47702,48
47703,13
47704,1
47705,90
47706,88
47707,73
47708,29
47709,51
47710,3
47711,15
47712,81
47713,81
47714,78
47715,50
47716,35
47717,65
47718,67
47719,63
47720,23
47721,73
47722,30
47723,92
47724,72
47725,55
47726,99
47727,61
47728,92
47729,5
47730,39
47731,70
47732,60
47733,17
47734,73
47735,99
47736,46
47737,80
47738,9
47739,96
47740,42
47741,20
47742,51
47743,96
47744,65
47745,15
47746,20
47747,85
47748,80
47749,80
47750,63
47751,11
47752,2
47753,10
47754,21
47755,22
47756,5
47757,29
47758,63
47759,38
47760,8
47761,2
47762,7
47763,94
47764,92
47765,89
47766,14
47767,17
47768,15
47769,93
47770,82
47771,5
47772,18
47773,62
47774,92
47775,0
47776,7
47777,59
47778,86
47779,24
47780,98
47781,30
47782,67
47783,40
47784,37
47785,81
47786,35
47787,92
47788,30
47789,43
47790,60
47791,45
47792,60
47793,20
47794,96
47795,97
47796,45
47797,38
47798,11
47799,65
47800,49
47801,35
47802,39
47803,77
47804,1
47805,75
47806,57
47807,49
47808,73
47809,87
47810,29
47811,97
47812,15
47813,49
47814,85
47815,92
47816,61
47817,36
47818,62
47819,59
47820,80
47821,90
47822,91
47823,73
47824,54
47825,69
47826,45
47827,20
47828,30
47829,56
47830,21
47831,35
47832,94
47833,35
47834,38
47835,88
47836,80
47837,78
47838,29
47839,5
47840,9
47841,45
47842,58
47843,0
47844,23
47845,97
47846,75
47847,82
47848,3
47849,23
47850,48
47851,0
47852,50
47853,22
47854,47
47855,34
47856,100
47857,69
47858,31
47859,97
47860,35
47861,39
47862,19
47863,71
47864,69
47865,30
47866,50
47867,85
47868,77
47869,35
47870,13
47871,6
47872,81
47873,33
47874,9
47875,83
47876,35
47877,67
47878,97
47879,25
47880,55
47881,17
47882,60
47883,79
47884,51
47885,62
47886,41
47887,74
47888,22
47889,83
47890,33
47891,63
47892,60
47893,49
47894,71
47895,80
47896,29
47897,8
47898,52
47899,31
47900,42
47901,25
47902,51
47903,80
47904,19
47905,58
47906,88
47907,22
47908,4
47909,15
47910,26
47911,53
47912,90
47913,7
47914,40
47915,10
47916,2
47917,37
47918,83
47919,33
47920,89
47921,65
47922,75
47923,42
47924,42
47925,23
47926,55
47927,99
47928,0
47929,44
47930,35
47931,4
47932,91
47933,4
47934,57
47935,44
47936,91
47937,54
47938,48
47939,25
47940,4
47941,94
47942,37
47943,18
47944,81
47945,2
47946,66
47947,22
47948,38
47949,84
47950,66
47951,32
47952,4
47953,54
47954,47
47955,99
47956,13
47957,79
47958,0
47959,8
47960,95
47961,2
47962,16
47963,53
47964,77
47965,44
47966,36
47967,14
47968,67
47969,56
47970,65
47971,20
47972,7
47973,28
47974,53
47975,49
47976,57
47977,49
47978,3
47979,28
47980,84
47981,89
47982,23
47983,83
47984,20
47985,69
47986,10
47987,4
47988,47
47989,35
47990,86
47991,81
47992,62
47993,75
47994,7
47995,100
47996,35
47997,13
47998,54
47999,65
48000,85
48001,5
48002,50
48003,39
48004,11
48005,76
48006,86
48007,63
48008,78
48009,88
48010,69
48011,37
48012,91
48013,66
48014,7
48015,68
48016,15
48017,17
48018,78
48019,85
48020,40
48021,36
48022,18
48023,94
48024,62
48025,5
48026,3
48027,91
48028,52
48029,14
48030,62
48031,95
48032,53
48033,6
48034,46
48035,86
48036,79
48037,49
48038,1
48039,97
48040,15
48041,81
48042,96
48043,74
48044,42
48045,99
48046,98
48047,65
48048,65
48049,6
48050,36
48051,3
48052,15
48053,2
48054,40
48055,25
48056,76
48057,38
48058,1
48059,88
48060,60
48061,48
48062,58
48063,17
48064,54
48065,72
48066,50
48067,25
48068,71
48069,86
48070,29
48071,60
48072,72
48073,96
48074,85
48075,99
48076,29
48077,94
48078,3
48079,4
48080,31
48081,36
48082,23
48083,11
48084,74
48085,42
48086,29
48087,79
48088,76
48089,98
48090,88
48091,9
48092,94
48093,90
48094,55
48095,86
48096,68
48097,86
48098,31
48099,79
48100,2
48101,44
48102,69
48103,52
48104,26
48105,21
48106,13
48107,29
48108,36
48109,77
48110,47
48111,83
48112,50
48113,43
48114,24
48115,87
48116,57
48117,53
48118,85
48119,37
48120,48
48121,54
48122,53
48123,63
48124,48
48125,38
48126,55
48127,73
48128,56
48129,83
48130,68
48131,66
48132,59
48133,84
48134,65
48135,62
48136,69
48137,15
48138,17
48139,84
48140,77
48141,56
48142,41
48143,86
48144,86
48145,19
48146,88
48147,68
48148,93
48149,26
48150,3
48151,7
48152,54
48153,92
48154,69
48155,82
48156,64
48157,0
48158,49
48159,8
48160,68
48161,41
48162,97
48163,18
48164,47
48165,85
48166,86
48167,10
48168,72
48169,70
48170,12
48171,100
48172,76
48173,49
48174,61
48175,100
48176,31
48177,70
48178,12
48179,32
48180,28
48181,67
48182,68
48183,20
48184,81
48185,66
48186,49
48187,78
48188,48
48189,1
48190,21
48191,47
48192,2
48193,83
48194,16
48195,34
48196,47
48197,51
48198,34
48199,24
48200,32
48201,4
48202,25
48203,94
48204,20
48205,72
48206,80
48207,24
48208,99
48209,93
48210,28
48211,0
48212,42
48213,15
48214,24
48215,46
48216,27
48217,47
48218,55
48219,2
48220,14
48221,87
48222,42
48223,46
48224,89
48225,3
48226,55
48227,44
48228,80
48229,35
48230,13
48231,0
48232,69
48233,93
48234,4
48235,62
48236,90
48237,58
48238,98
48239,50
48240,89
48241,33
48242,93
48243,38
48244,30
48245,54
48246,24
48247,4
48248,95
48249,23
48250,70
48251,36
48252,20
48253,56
48254,34
48255,72
48256,63
48257,8
48258,15
48259,52
48260,4
48261,9
48262,71
48263,73
48264,25
48265,99
48266,8
48267,16
48268,100
48269,66
48270,4
48271,24
48272,48
48273,89
48274,69
48275,54
48276,68
48277,31
48278,100
48279,77
48280,65
48281,15
48282,41
48283,6
48284,18
48285,9
48286,23
48287,71
48288,53
48289,87
48290,64
48291,80
48292,61
48293,0
48294,27
48295,83
48296,4
48297,30
48298,47
48299,55
48300,26
48301,32
48302,71
48303,45
48304,39
48305,41
48306,0
48307,6
48308,37
48309,39
48310,39
48311,67
48312,57
48313,42
48314,98
48315,31
48316,49
48317,43
48318,82
48319,21
48320,36
48321,12
48322,77
48323,72
48324,52
48325,80
48326,39
48327,33
48328,12
48329,98
48330,36
48331,31
48332,77
48333,7
48334,15
48335,15
48336,48
48337,37
48338,29
48339,100
48340,10
48341,90
48342,68
48343,87
48344,11
48345,55
48346,59
48347,25
48348,70
48349,40
48350,78
48351,34
48352,15
48353,58
48354,77
48355,56
48356,53
48357,85
48358,25
48359,75
48360,94
48361,31
48362,93
48363,12
48364,93
48365,0
48366,49
48367,64
48368,76
48369,89
48370,15
48371,16
48372,17
48373,49
48374,15
48375,46
48376,30
48377,16
48378,85
48379,52
48380,94
48381,50
48382,84
48383,71
48384,21
48385,28
48386,35
48387,9
48388,22
48389,35
48390,10
48391,83
48392,33
48393,9
48394,0
48395,69
48396,64
48397,37
48398,8
48399,52
48400,34
48401,22
48402,43
48403,24
48404,8
48405,88
48406,34
48407,91
48408,8
48409,18
48410,92
48411,59
48412,75
48413,69
48414,56
48415,53
48416,78
48417,82
48418,53
48419,72
48420,41
48421,3
48422,86
48423,85
48424,99
48425,65
48426,81
48427,25
48428,99
48429,6
48430,60
48431,85
48432,37
48433,45
48434,65
48435,48
48436,40
48437,57
48438,36
48439,50
48440,94
48441,7
48442,37
48443,43
48444,61
48445,6
48446,81
48447,59
48448,87
48449,46
48450,32
48451,48
48452,43
48453,55
48454,89
48455,43
48456,92
48457,75
48458,38
48459,49
48460,74
48461,47
48462,62
48463,41
48464,57
48465,80
48466,99
48467,8
48468,32
48469,87
48470,28
48471,83
48472,71
48473,36
48474,35
48475,64
48476,67
48477,53
48478,93
48479,14
48480,72
48481,97
48482,13
48483,79
48484,37
48485,65
48486,11
48487,13
48488,8
48489,97
48490,0
48491,15
48492,62
48493,88
48494,22
48495,32
48496,43
48497,18
48498,13
48499,18
48500,93
48501,44
48502,93
48503,2
48504,73
48505,18
48506,78
48507,94
48508,35
48509,30
48510,44
48511,36
48512,56
48513,20
48514,37
48515,53
48516,53
48517,17
48518,75
48519,51
48520,68
48521,67
48522,41
48523,28
48524,67
48525,45
48526,20
48527,67
48528,72
48529,12
48530,37
48531,38
48532,71
48533,64
48534,64
48535,86
48536,2
48537,7
48538,8
48539,11
48540,36
48541,6
48542,97
48543,83
48544,22
48545,72
48546,44
48547,62
48548,1
48549,40
48550,68
48551,59
48552,94
48553,37
48554,56
48555,52
48556,25
48557,60
48558,29
48559,25
48560,44
48561,18
48562,72
48563,71
48564,63
48565,6
48566,3
48567,13
48568,74
48569,33
48570,45
48571,17
48572,0
48573,24
48574,17
48575,71
48576,29
48577,8
48578,91
48579,79
48580,87
48581,34
48582,10
48583,84
48584,86
48585,92
48586,65
48587,31
48588,4
48589,19
48590,40
48591,80
48592,67
48593,26
48594,42
48595,93
48596,91
48597,6
48598,36
48599,24
48600,96
48601,27
48602,85
48603,2
48604,20
48605,3
48606,76
48607,6
48608,59
48609,41
48610,77
48611,89
48612,55
48613,89
48614,73
48615,63
48616,16
48617,72
48618,23
48619,42
48620,40
48621,51
48622,13
48623,30
48624,68
48625,24
48626,99
48627,100
48628,28
48629,28
48630,89
48631,9
48632,35
48633,88
48634,7
48635,2
48636,89
48637,25
48638,18
48639,26
48640,59
48641,47
48642,94
48643,93
48644,2
48645,63
48646,22
48647,91
48648,61
48649,90
48650,96
48651,24
48652,23
48653,35
48654,62
48655,98
48656,20
48657,98
48658,63
48659,39
48660,34
48661,79
48662,50
48663,71
48664,50
48665,92
48666,85
48667,8
48668,79
48669,80
48670,62
48671,13
48672,28
48673,71
48674,58
48675,36
48676,20
48677,62
48678,74
48679,17
48680,85
48681,10
48682,42
48683,60
48684,86
48685,51
48686,82
48687,7
48688,15
48689,80
48690,63
48691,14
48692,39
48693,100
48694,88
48695,90
48696,48
48697,46
48698,2
48699,82
48700,39
48701,73
48702,78
48703,36
48704,76
48705,41
48706,26
48707,11
48708,78
48709,20
48710,12
48711,9
48712,59
48713,5
48714,20
48715,16
48716,0
48717,24
48718,17
48719,27
48720,66
48721,8
48722,74
48723,53
48724,99
48725,50
48726,67
48727,60
48728,90
48729,32
48730,85
48731,33
48732,35
48733,1
48734,93
48735,95
48736,62
48737,97
48738,18
48739,70
48740,99
48741,78
48742,62
48743,55
48744,3
48745,19
48746,90
48747,40
48748,78
48749,77
48750,22
48751,63
48752,81
48753,55
48754,50
48755,76
48756,58
48757,11
48758,43
48759,18
48760,0
48761,67
48762,100
48763,25
48764,60
48765,57
48766,69
48767,100
48768,6
48769,64
48770,39
48771,86
48772,12
48773,35
48774,74
48775,51
48776,22
48777,11
48778,17
48779,45
48780,91
48781,64
48782,60
48783,96
48784,16
48785,63
48786,59
48787,59
48788,82
48789,49
48790,58
48791,16
48792,16
48793,25
48794,4
48795,18
48796,61
48797,2
48798,43
48799,33
48800,29
48801,16
48802,51
48803,35
48804,48
48805,74
48806,36
48807,56
48808,54
48809,38
48810,92
48811,20
48812,2
48813,78
48814,94
48815,32
48816,32
48817,89
48818,72
48819,39
48820,6
48821,84
48822,23
48823,70
48824,49
48825,69
48826,78
48827,76
48828,100
48829,94
48830,71
48831,39
48832,79
48833,61
48834,43
48835,99
48836,45
48837,42
48838,11
48839,76
48840,97
48841,94
48842,100
48843,4
48844,22
48845,85
48846,69
48847,51
48848,72
48849,95
48850,24
48851,88
48852,13
48853,27
48854,51
48855,6
48856,77
48857,95
48858,14
48859,81
48860,9
48861,40
48862,71
48863,85
48864,67
48865,32
48866,97
48867,77
48868,24
48869,42
48870,31
48871,54
48872,89
48873,54
48874,20
48875,9
48876,31
48877,93
48878,42
48879,58
48880,47
48881,11
48882,7
48883,84
48884,55
48885,20
48886,12
48887,60
48888,20
48889,97
48890,1
48891,85
48892,54
48893,52
48894,41
48895,77
48896,68
48897,98
48898,95
48899,59
48900,26
48901,62
48902,3
48903,40
48904,60
48905,93
48906,52
48907,57
48908,39
48909,63
48910,68
48911,81
48912,37
48913,46
48914,34
48915,60
48916,36
48917,33
48918,70
48919,25
48920,63
48921,39
48922,100
48923,81
48924,45
48925,76
48926,12
48927,55
48928,35
48929,80
48930,87
48931,86
48932,58
48933,100
48934,31
48935,24
48936,53
48937,89
48938,37
48939,0
48940,26
48941,100
48942,23
48943,14
48944,35
48945,86
48946,13
48947,22
48948,53
48949,5
48950,40
48951,51
48952,57
48953,10
48954,80
48955,37
48956,86
48957,21
48958,4
48959,66
48960,65
48961,84
48962,6
48963,95
48964,8
48965,11
48966,18
48967,70
48968,86
48969,97
48970,14
48971,76
48972,32
48973,61
48974,6
48975,95
48976,60
48977,66
48978,81
48979,68
48980,60
48981,23
48982,20
48983,24
48984,21
48985,1
48986,24
48987,9
48988,21
48989,73
48990,76
48991,4
48992,6
48993,7
48994,0
48995,70
48996,84
48997,81
48998,78
48999,20
49000,60
49001,45
49002,70
49003,72
49004,93
49005,29
49006,19
49007,52
49008,38
49009,68
49010,81
49011,42
49012,48
49013,69
49014,85
49015,48
49016,65
49017,6
49018,31
49019,32
49020,17
49021,41
49022,45
49023,83
49024,27
49025,2
49026,45
49027,57
49028,54
49029,96
49030,25
49031,19
49032,4
49033,8
49034,16
49035,30
49036,84
49037,38
49038,76
49039,35
49040,95
49041,52
49042,70
49043,46
49044,82
49045,32
49046,91
49047,31
49048,37
49049,29
49050,50
49051,69
49052,39
49053,79
49054,77
49055,30
49056,30
49057,10
49058,81
49059,70
49060,25
49061,41
49062,12
49063,72
49064,56
49065,82
49066,43
49067,67
49068,90
49069,59
49070,44
49071,19
49072,63
49073,27
49074,24
49075,12
49076,26
49077,55
49078,30
49079,29
49080,65
49081,22
49082,0
49083,70
49084,65
49085,20
49086,22
49087,24
49088,44
49089,82
49090,68
49091,42
49092,87
49093,52
49094,7
49095,26
49096,4
49097,0
49098,20
49099,2
49100,43
49101,63
49102,9
49103,90
49104,98
49105,62
49106,63
49107,42
49108,46
49109,88
49110,79
49111,47
49112,95
49113,15
49114,75
49115,61
49116,72
49117,95
49118,52
49119,54
49120,93
49121,10
49122,77
49123,93
49124,8
49125,61
49126,39
49127,56
49128,21
49129,5
49130,53
49131,75
49132,92
49133,67
49134,42
49135,73
49136,11
49137,34
49138,36
49139,96
49140,61
49141,21
49142,23
49143,84
49144,95
49145,31
